,B--DE--0007,B--DE--0014,B--DE--0021,B--DE--0028,B--FE--0007,B--FE--0014,B--FE--0021,IR--DE--0007,IR--DE--0014,IR--DE--0021,IR--DE--0028,IR--FE--0007,IR--FE--0014,IR--FE--0021,N--N--N,OR--DE--0007,OR--DE--0014,OR--DE--0021,OR--FE--0007,OR--FE--0014,OR--FE--0021
B--DE--0007,2830,27,27,0,0,4,0,0,4,0,0,0,1,21,0,10,126,7,6,2,3
B--DE--0014,19,2884,23,0,8,7,3,0,21,8,0,0,4,4,0,21,10,34,19,3,0
B--DE--0021,50,79,2563,0,15,12,0,0,28,16,0,0,0,12,0,57,104,49,5,64,14
B--DE--0028,0,0,0,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B--FE--0007,0,1,1,0,2183,0,31,1,4,0,0,34,0,4,0,4,0,4,32,2,1
B--FE--0014,4,10,2,0,0,2164,5,0,6,1,0,51,7,2,0,3,0,0,27,6,14
B--FE--0021,0,9,0,0,5,29,2150,0,0,0,0,6,1,33,0,0,0,1,63,2,2
IR--DE--0007,0,0,0,0,0,0,0,3067,0,0,0,0,0,0,0,0,0,1,0,0,0
IR--DE--0014,7,60,37,0,10,3,1,0,2741,0,0,1,0,3,0,45,8,21,2,0,0
IR--DE--0021,0,4,4,0,0,3,1,0,1,2898,0,8,20,0,0,17,0,101,0,1,10
IR--DE--0028,0,0,0,0,0,0,0,0,0,0,768,0,0,0,0,0,0,0,0,0,0
IR--FE--0007,0,0,0,0,3,6,0,0,0,0,0,2257,3,1,0,0,0,1,21,1,9
IR--FE--0014,2,53,0,0,3,10,7,0,0,1,0,2,2123,67,0,0,0,3,17,12,1
IR--FE--0021,16,5,1,0,11,4,7,0,1,0,0,0,4,2220,0,11,0,2,15,4,1
N--N--N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13929,0,0,0,0,0,0
OR--DE--0007,6,7,5,0,4,13,0,1,23,3,0,2,1,22,0,8935,7,31,1,13,0
OR--DE--0014,117,39,13,0,1,7,9,0,7,0,0,0,0,0,0,22,2800,40,13,0,0
OR--DE--0021,18,65,8,0,20,8,0,24,74,25,0,2,9,2,0,42,12,8735,23,9,2
OR--FE--0007,0,24,1,0,20,55,44,0,2,1,0,28,12,13,0,1,15,8,6610,20,51
OR--FE--0014,8,31,4,0,3,18,2,0,0,0,0,4,8,26,0,6,0,10,47,2847,13
OR--FE--0021,0,9,1,0,1,7,3,1,0,1,0,8,13,3,0,0,0,1,171,12,2071
