,B--DE--0007,B--DE--0014,B--DE--0021,B--DE--0028,B--FE--0007,B--FE--0014,B--FE--0021,IR--DE--0007,IR--DE--0014,IR--DE--0021,IR--DE--0028,IR--FE--0007,IR--FE--0014,IR--FE--0021,N--N--N,OR--DE--0007,OR--DE--0014,OR--DE--0021,OR--FE--0007,OR--FE--0014,OR--FE--0021
B--DE--0007,2884,21,27,0,0,2,0,0,6,0,0,0,1,13,0,6,87,5,8,5,3
B--DE--0014,29,2736,39,0,9,9,4,0,32,5,0,0,24,7,2,14,34,72,27,16,9
B--DE--0021,23,26,2860,0,0,4,0,0,15,8,0,1,0,4,0,31,49,10,9,23,5
B--DE--0028,0,0,0,765,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
B--FE--0007,0,1,1,0,2199,1,9,2,14,0,0,3,2,15,0,10,4,15,22,2,1
B--FE--0014,7,5,2,0,0,2129,6,0,7,3,0,24,14,7,0,10,6,4,46,18,14
B--FE--0021,0,3,0,0,7,27,2199,0,0,0,0,2,6,18,0,1,1,0,32,1,5
IR--DE--0007,0,0,0,0,0,0,0,3059,0,0,0,0,0,0,0,0,0,7,2,0,0
IR--DE--0014,3,28,26,0,7,4,0,0,2784,2,0,2,0,2,2,33,9,33,5,0,0
IR--DE--0021,0,1,8,0,0,3,0,0,1,3004,0,0,1,0,0,2,0,43,2,0,3
IR--DE--0028,0,0,0,0,0,0,0,0,0,0,767,0,0,0,0,0,0,0,0,0,0
IR--FE--0007,0,0,0,0,6,23,0,0,0,3,0,2227,2,1,0,1,0,4,21,4,9
IR--FE--0014,2,13,1,0,4,9,0,0,0,3,0,7,2172,37,0,2,2,4,21,17,8
IR--FE--0021,21,1,7,0,6,3,10,0,6,0,0,2,18,2181,0,13,1,2,12,18,0
N--N--N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13929,0,0,0,0,0,0
OR--DE--0007,6,1,11,0,0,9,1,0,30,15,0,4,0,16,0,8946,6,21,4,4,0
OR--DE--0014,103,14,31,0,0,1,2,0,11,0,0,0,0,0,0,8,2873,9,16,0,0
OR--DE--0021,16,15,12,0,12,1,1,10,44,47,0,2,10,2,0,31,21,8821,22,11,1
OR--FE--0007,4,15,4,0,29,38,35,0,0,5,0,19,15,24,0,2,13,34,6547,36,85
OR--FE--0014,7,1,27,0,5,3,1,0,0,1,0,5,21,16,0,15,0,15,30,2862,19
OR--FE--0021,2,1,11,0,2,12,3,1,0,3,0,8,24,4,0,0,0,11,89,23,2107
