,B--DE--0007,B--DE--0014,B--DE--0021,B--DE--0028,B--FE--0007,B--FE--0014,B--FE--0021,IR--DE--0007,IR--DE--0014,IR--DE--0021,IR--DE--0028,IR--FE--0007,IR--FE--0014,IR--FE--0021,N--N--N,OR--DE--0007,OR--DE--0014,OR--DE--0021,OR--FE--0007,OR--FE--0014,OR--FE--0021
B--DE--0007,2718,39,42,0,1,4,0,0,12,0,0,0,0,28,0,10,180,18,8,7,1
B--DE--0014,78,2528,47,0,7,5,26,1,50,18,0,0,34,16,0,40,41,104,65,6,2
B--DE--0021,187,123,2364,0,2,9,0,0,49,30,0,1,0,3,0,73,131,28,18,42,8
B--DE--0028,0,0,0,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B--FE--0007,1,4,8,0,1855,2,229,1,11,0,0,30,9,18,0,8,5,21,97,3,0
B--FE--0014,14,11,4,0,2,1882,55,0,21,3,0,53,31,21,0,29,7,5,122,26,16
B--FE--0021,0,4,0,0,15,9,2076,0,1,0,0,1,5,30,0,0,8,1,144,2,5
IR--DE--0007,0,1,0,0,0,0,0,3059,0,0,0,1,0,0,0,0,0,7,0,0,0
IR--DE--0014,15,43,59,0,11,6,5,0,2628,1,0,1,0,2,0,55,41,67,5,0,0
IR--DE--0021,0,10,7,0,0,2,0,1,1,2832,0,6,37,0,0,16,0,144,1,0,11
IR--DE--0028,0,0,0,0,0,0,0,0,0,0,768,0,0,0,0,0,0,0,0,0,0
IR--FE--0007,0,0,0,0,3,19,27,2,1,0,0,2170,3,0,0,6,0,4,52,6,9
IR--FE--0014,4,10,1,0,10,5,16,0,0,7,0,6,2079,51,0,0,2,14,57,20,19
IR--FE--0021,21,1,1,0,8,2,20,0,2,0,0,2,29,2137,0,20,0,10,20,29,0
N--N--N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13929,0,0,0,0,0,0
OR--DE--0007,26,17,23,0,5,8,0,4,88,8,0,3,1,14,0,8791,19,42,11,14,0
OR--DE--0014,254,30,23,0,2,2,5,0,14,1,0,0,0,0,0,17,2667,16,37,0,0
OR--DE--0021,45,79,24,0,36,3,2,48,101,86,0,1,18,4,0,86,89,8382,56,15,3
OR--FE--0007,6,14,4,0,17,19,85,4,1,0,0,38,14,15,0,1,23,17,6587,30,30
OR--FE--0014,7,1,36,0,4,6,4,0,0,1,0,7,27,45,0,14,0,13,115,2719,28
OR--FE--0021,2,1,28,0,1,12,6,1,1,2,0,18,19,2,0,1,0,4,731,35,1438
